Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2016,ZELEALEM YILMA,MSC,21373,ALGEBRAIC STRUCTURES,W,2,2,100%,5.00,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2016,RAMI GROSSBERG,MSC,21374,FIELD THEORY,A,7,8,88%,4.14,9.29,3.86,3.86,4.00,4.29,3.57,4.00,3.29,4.00
Spring,2016,KASPER LARSEN,MSC,21420,CONTNUOUS TIME FINNC,A,17,27,63%,4.76,10.47,4.82,4.59,4.76,4.76,4.82,4.76,4.65,4.59
Spring,2016,RICCARDO CRISTOFERI,MSC,21470,SELECTED TOPC ANALYS,A,1,2,50%,5.00,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2016,DAVID KINDERLEHRER,MSC,21499,UNDERGRAD RES TOPIC,A,2,3,67%,5.00,8.00,4.50,5.00,3.50,4.00,5.00,5.00,4.50,4.50
Spring,2016,STEVEN MILLER,MSC,21499,UNDERGRAD RES TOPIC,B,12,13,92%,4.67,8.50,4.50,4.58,4.17,4.50,4.67,4.58,4.50,4.50
Spring,2016,WILLIAM HRUSA,MSC,21640,INTRO FUNCTNL ANALY,A,9,13,69%,5.00,13.11,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.89
Spring,2016,RAMI GROSSBERG,MSC,21703,MODEL THEORY II,A,2,4,50%,5.00,12.50,5.00,5.00,5.00,4.50,5.00,5.00,4.00,5.00
Spring,2016,DMITRY KRAMKOV,MSC,21721,PROBABILITY,A,7,14,50%,4.57,12.57,4.29,4.57,4.43,4.43,4.43,4.57,4.43,4.71
Spring,2016,ROBERT PEGO,MSC,21732,PART DIFF EQUA I,A,7,13,54%,5.00,13.71,4.57,4.57,4.86,4.86,4.86,4.57,4.43,4.71
Spring,2016,PO-SHEN LOH,MSC,21738,EXTREMAL COMBNATRCS,A,14,23,61%,5.00,9.50,4.71,4.79,4.86,4.93,5.00,4.71,4.79,4.79
Spring,2016,DEJAN SLEPCEV,MSC,21759,DIFFRNTL GEOMETRY,A,7,10,70%,4.29,10.14,4.29,4.71,4.43,4.43,4.57,4.17,3.29,4.00
Spring,2016,FLORIN MANOLACHE,MSC,21765,PARALLEL & SCI COMP,A,6,12,50%,4.83,9.50,4.83,4.67,4.67,4.67,4.67,4.67,4.67,4.50
Spring,2016,JAMES CUMMINGS,MSC,21800,ADV TPCS IN LOGIC,A,5,7,71%,4.80,9.50,5.00,5.00,5.00,5.00,5.00,4.80,4.50,4.80
Spring,2016,IRENE FONSECA,MSC,21820,ADV TOPICS ANALYSIS,A,5,6,83%,4.60,10.60,4.80,4.80,4.80,4.80,5.00,4.80,4.60,4.60
Spring,2016,IAN TICE,MSC,21820,ADV TOPICS ANALYSIS,B,8,10,80%,4.75,9.63,4.88,4.75,4.88,4.88,5.00,4.88,4.63,4.75
Spring,2016,DAVID ANDERSON,PHY,33100,BASC EXPERMTL PHYSCS,1,16,33,48%,4.94,3.88,4.94,4.94,4.81,4.75,4.75,5.00,4.50,4.75
Spring,2016,STEPHEN GAROFF,PHY,33100,BASC EXPERMTL PHYSCS,2,18,34,53%,4.72,5.83,4.67,4.78,4.72,4.83,4.94,4.72,4.44,4.61
Spring,2016,DAVID ANDERSON,PHY,33104,EXPERIMNTL PHYSICS,1,18,39,46%,4.67,6.67,4.83,4.78,4.89,4.72,4.89,4.78,4.56,4.56
Spring,2016,DIANE TURNSHEK,PHY,33104,EXPERIMNTL PHYSICS,2,18,36,50%,4.00,7.67,3.72,4.17,3.94,3.78,4.44,3.67,3.61,3.44
Spring,2016,DAVID ANDERSON,PHY,33104,EXPERIMNTL PHYSICS,3,20,30,67%,4.85,7.37,4.85,4.75,4.80,4.85,4.85,4.90,4.70,4.80
Spring,2016,DAVID ANDERSON,PHY,33104,EXPERIMNTL PHYSICS,4,27,42,64%,4.59,6.33,4.74,4.78,4.74,4.70,4.85,4.85,4.67,4.59
Spring,2016,ROY BRIERE,PHY,33114,PHYS MUSICAL SOUND,A,29,45,64%,4.31,7.14,4.45,4.38,4.52,4.52,4.45,4.24,3.90,4.34
Spring,2016,BARRY LUOKKALA,PHY,33120,SCI & SCIENCE FICTN,A,76,82,93%,4.68,6.28,4.74,4.64,4.73,4.72,4.79,4.64,4.36,4.54
Spring,2016,SNEJANA ABARJI,PHY,33124,INTRO TO ASTRONOMY,W,42,48,88%,3.79,7.56,3.38,3.60,3.12,3.29,3.88,3.00,3.07,3.00
Spring,2016,SNEJANA ABARJI,PHY,33126,ASTRONOMY LAB,W,8,12,67%,3.25,3.50,3.50,3.88,3.13,3.50,4.38,3.50,3.00,3.38
Spring,2016,GEORGE KLEIN,PHY,33142,PHY II ENG & PHY,1,157,166,95%,4.04,9.44,3.61,4.36,3.90,3.81,4.38,3.59,3.48,3.55
Spring,2016,HELMUT VOGEL,PHY,33152,MATTER & INTER II,1,27,29,93%,4.85,8.46,4.63,4.70,3.85,3.96,4.85,4.65,4.11,4.30
Spring,2016,BRIAN QUINN,PHY,33211,PHYS III: MOD ESSENT,A,12,18,67%,4.33,7.73,4.33,4.33,4.08,4.33,4.75,4.50,4.25,4.33
Spring,2016,TIZIANA DI MATTEO,PHY,33232,MTHMTCL MTHDS PHYSCS,1,26,38,68%,3.08,11.12,2.52,3.12,2.92,2.68,3.80,2.48,2.80,2.56
Spring,2016,ROBERT SUTER,PHY,33234,QUANTUM PHYSICS,A,28,43,65%,4.48,8.64,4.44,4.56,4.37,4.33,4.81,4.41,4.22,4.37
Spring,2016,RUPERT CROFT,PHY,33332,PHYSCL MECHANICS II,A,9,15,60%,4.22,8.75,4.22,4.11,3.89,4.33,4.78,4.22,4.11,4.11
Spring,2016,COLIN MORNINGSTAR,PHY,33339,INT ELEC & MAGNET II,A,12,15,80%,4.58,10.75,4.50,4.25,4.75,4.67,4.33,4.50,4.08,4.33
Spring,2016,ROBERT SWENDSEN,PHY,33342,THERMAL PHYSICS II,1,6,11,55%,4.83,13.00,4.67,4.83,4.50,4.33,5.00,4.67,4.50,4.50
Spring,2016,JAMES RUSS,PHY,33444,INTRO NUC & PART PHY,A,2,4,50%,5.00,8.00,4.50,5.00,4.50,4.50,5.00,4.50,5.00,4.50
Spring,2016,RANDALL FEENSTRA,PHY,33446,ADV QUANTUM PHYSC II,A,6,8,75%,4.50,10.00,4.33,4.50,4.33,4.33,4.83,4.00,3.83,4.00
Spring,2016,MICHAEL WIDOM,PHY,33448,INTRO SOLID ST PHYS,A,4,7,57%,4.00,8.00,3.25,3.50,3.50,3.50,4.25,3.00,2.75,3.00
Spring,2016,HY TRAC,PHY,33466,EX ASTROPHYC COSMLGY,A,8,12,67%,5.00,8.38,4.63,4.88,4.88,5.00,5.00,4.75,4.50,4.50
Spring,2016,IRA ROTHSTEIN,PHY,33756,QUANTM MECHANICS II,A,10,17,59%,3.90,11.30,3.00,3.30,3.30,2.90,3.90,2.70,2.70,2.70
Spring,2016,MARKUS DESERNO,PHY,33765,STATISTCL MECHANICS,1,9,15,60%,4.78,10.67,4.89,4.89,4.67,4.78,4.89,4.89,4.78,4.78
Spring,2016,MARKUS DESERNO,PHY,33765,STATISTCL MECHANICS,A,9,15,60%,4.78,9.50,4.89,5.00,4.78,4.89,4.89,4.89,4.78,4.89
Spring,2016,P. LOESCHE,PHY,33767,BIOPHYSICS,A,4,7,57%,5.00,7.25,4.25,4.25,4.50,4.75,4.50,3.75,4.75,4.00
Spring,2016,HAEL COLLINS,PHY,33771,FIELD THEORY II,A,1,5,20%,5.00,17.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2016,JEFFREY PETERSON,PHY,33777,INTRODTY ASTRPHYSICS,A,2,5,40%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,ANNETTE VINCENT,BSC,03115,PHAGE GENOMICS RSRCH,W,5,6,83%,4.20,5.00,4.60,4.60,4.20,4.40,4.40,4.60,4.00,4.00
Fall,2016,NATALIE MCGUIER,BSC,03124,MODERN BIOLOGY LAB,1,16,20,80%,4.81,8.19,5.00,4.81,4.75,4.81,4.81,4.88,4.75,4.81
Fall,2016,VERONICA HINMAN,BSC,03125,EVOLTN & HISTRY LIFE,A,12,26,46%,4.17,6.00,4.50,4.42,4.25,4.33,4.75,4.25,4.17,4.00
Fall,2016,BROOKE MCCARTNEY,BSC,03132,BAS SCI TO MOD MEDCN,A,13,28,46%,4.08,6.75,3.85,3.92,2.92,3.62,3.77,3.46,3.00,3.38
Fall,2016,MOHAMED BOUAOUINA,BSC,03132,BAS SCI TO MOD MEDCN,W,10,14,71%,3.60,8.60,4.20,4.20,4.40,4.20,3.90,3.90,3.00,3.50
Fall,2016,JONATHAN MINDEN,BSC,03151,HONORS MOD BIOLOGY,1,39,58,67%,4.85,10.16,4.85,4.92,4.67,4.59,4.97,4.85,4.51,4.85
Fall,2016,BECKI CAMPANARO,BSC,03201,UNDGRAD COLLQM SOPHM,A,29,49,59%,4.55,2.21,4.61,4.55,4.66,4.59,4.66,4.55,4.55,4.21
Fall,2016,CONRAD ZAPANTA,BSC,03206,BIOMED ENG LAB,A,7,7,100%,4.71,9.29,4.71,4.71,4.43,4.71,5.00,4.86,4.43,4.43
Fall,2016,CONRAD ZAPANTA,BSC,03206,BIOMED ENG LAB,B,3,6,50%,4.00,12.00,4.67,5.00,4.00,4.00,5.00,4.67,5.00,4.00
Fall,2016,GORDON RULE,BSC,03232,BIOCHEMISTRY I,W,12,14,86%,4.92,11.33,4.92,4.92,4.92,4.83,4.92,4.92,4.75,4.83
Fall,2016,DANIEL BRASIER,BSC,03260,NEURO OF DISEASE,A,33,40,83%,4.94,7.64,4.94,4.97,4.97,4.88,4.97,4.94,4.82,4.91
Fall,2016,BECKI CAMPANARO,BSC,03301,UNDGRAD COLLQM JUNR,A,1,4,25%,5.00,2.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,MANOJKUMAR PUTHENVEEDU,BSC,03320,CELL BIOLOGY,A,31,53,58%,4.39,8.93,4.45,4.55,4.42,4.45,4.71,4.33,4.03,4.29
Fall,2016,VERONICA HINMAN,BSC,03326,EVLN REGLTY GENOMICS,A1,4,6,67%,5.00,5.00,4.75,5.00,4.75,4.75,4.75,4.75,5.00,4.75
Fall,2016,IHAB YOUNIS,BSC,03330,GENETICS,W,15,18,83%,4.87,9.57,4.93,4.87,5.00,5.00,5.00,4.93,4.73,4.80
Fall,2016,ANNETTE VINCENT,BSC,03343,EXP TECHN MOL BIOLGY,W,7,9,78%,4.71,21.43,4.71,4.86,4.71,4.57,5.00,4.71,4.29,4.29
Fall,2016,MOHAMED BOUAOUINA,BSC,03350,DEVELOPMNTL BIOLOGY,W,1,2,50%,5.00,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,ARYN GITTIS,BSC,03362,CELLULAR NEUROSCIENC,A,34,44,77%,4.29,7.27,4.18,4.41,4.15,4.18,4.38,4.06,3.82,4.09
Fall,2016,DANIEL BRASIER,BSC,03366,BIOCHEM OF THE BRAIN,A,10,11,91%,4.70,7.40,4.80,5.00,4.80,4.60,5.00,4.80,4.80,4.50
Fall,2016,IHAB YOUNIS,BSC,03380,VIROLOGY,W,6,8,75%,5.00,9.67,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,GORDON RULE,BSC,03390,MOLECULAR CELL IMMUN,W,14,20,70%,4.93,8.92,4.86,4.93,4.93,4.93,4.93,5.00,4.86,5.00
Fall,2016,BECKI CAMPANARO,BSC,03401,UNDGRAD COLLQM SENRS,A,1,3,33%,3.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
Fall,2016,AARON MITCHELL,BSC,03410,SP TPCS IN BIOLOGY,A2,12,13,92%,4.92,4.00,4.50,4.83,4.75,4.75,4.58,4.42,4.50,4.58
Fall,2016,JASON DANTONIO,BSC,03435,CANCER BIOLOGY,A,16,20,80%,4.88,7.80,4.69,4.63,4.69,4.56,4.44,4.63,4.50,4.75
Fall,2016,JOHN WOOLFORD,BSC,03442,MOLECULAR BIOLOGY,A,7,11,64%,4.71,6.71,4.71,5.00,4.71,4.57,4.86,4.86,4.86,4.71
Fall,2016,M DURAND,BSC,03511,GENOMICS & MOLEC BIO,A,3,4,75%,5.00,10.00,5.00,5.00,4.67,4.67,5.00,5.00,4.67,4.67
Fall,2016,RUSSELL SCHWARTZ,BSC,03512,CPTL MTH BIO MDL SIM,A,1,2,50%,5.00,8.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,FREDERICK LANNI,BSC,03534,BIO IMG & FLR SPECTR,A,1,6,17%,5.00,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,SHOBA SUBRAMANIAN,BSC,03709,APP CELL MOLC BIOLGY,1,23,23,100%,4.43,10.77,4.43,4.61,4.57,4.57,4.57,4.43,4.30,4.32
Fall,2016,M DURAND,BSC,03711,GENOMICS & MOLEC BIO,A,4,5,80%,4.75,8.75,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,RUSSELL SCHWARTZ,BSC,03712,CPTL MTH BIO MDL SIM,A,6,9,67%,4.00,14.20,4.33,4.17,4.17,4.33,4.50,4.17,4.17,4.17
Fall,2016,VERONICA HINMAN,BSC,03726,EVLN REGULY GENOMICS,A1,3,7,43%,4.33,8.00,4.67,4.67,5.00,4.33,5.00,4.67,4.67,3.67
Fall,2016,JOHN WOOLFORD,BSC,03742,MOLECULAR BIOLOGY,1,5,8,63%,5.00,14.20,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,ALISON BARTH,BSC,03747,PPSL PREP PEER REV,A2,5,7,71%,4.80,5.00,4.80,5.00,4.80,4.40,4.80,5.00,4.60,4.60
Fall,2016,AARON MITCHELL,BSC,03756,GRAD INDEP STUDY,A2,9,9,100%,4.78,5.67,4.78,4.78,4.78,4.78,4.89,4.78,4.33,4.78
Fall,2016,LEONARD VUOCOLO,CMY,09103,ATOMS MOL CHEM CHNG,1,9,17,53%,3.67,8.78,3.33,3.56,3.67,3.67,4.00,3.00,2.89,3.00
Fall,2016,LEONARD VUOCOLO,CMY,09105,INTRO MOD CHEMSTRY I,1,111,171,65%,3.70,10.57,3.67,3.81,3.93,4.03,3.81,3.48,3.43,3.41
Fall,2016,LEONARD VUOCOLO,CMY,09105,INTRO MOD CHEMSTRY I,2,73,129,57%,3.78,10.41,3.75,3.92,4.23,4.21,3.99,3.63,3.37,3.52
Fall,2016,RAVICHANDRA BACHU,CMY,09105,INTRO MOD CHEMSTRY I,W,16,22,73%,4.67,10.56,4.93,4.87,4.87,4.73,4.87,4.87,4.67,4.60
Fall,2016,GARY PATTERSON,CMY,09106,MODERN CHEMISTRY II,1,55,82,67%,4.04,6.81,3.33,4.33,3.45,3.51,3.53,3.36,3.69,3.53
Fall,2016,NEWELL WASHBURN,CMY,09107,HONORS CHEMISTRY,1,28,49,57%,4.50,9.04,4.39,4.32,4.21,4.21,4.82,4.25,4.14,4.29
Fall,2016,GLORIA SILVA,CMY,09108,ILLUSION MAGIC FOOD,A1,11,19,58%,4.00,4.73,3.64,4.18,3.82,3.82,4.18,3.82,4.18,3.55
Fall,2016,SUBHA DAS,CMY,09109,KTCHEN CHEMTRY SESSN,A1,9,13,69%,4.67,4.67,4.67,4.56,4.67,4.56,4.56,4.44,4.22,4.44
Fall,2016,GLORIA SILVA,CMY,09122,MLCR TLS BLG CMY STD,1,8,11,73%,4.00,7.63,4.00,4.13,3.13,3.75,4.63,3.63,3.63,3.75
Fall,2016,GIZELLE SHERWOOD,CMY,09207,TECH QUANT ANAL,1,44,65,68%,3.73,12.57,3.61,4.05,3.50,3.73,3.66,3.64,3.55,3.45
Fall,2016,RAVICHANDRA BACHU,CMY,09207,TECH QUANT ANAL,W,13,16,81%,4.00,15.38,4.31,4.17,4.08,3.92,4.38,3.92,3.46,3.69
Fall,2016,SUBHA DAS,CMY,09209,KITCHEN CHMSTY SESSN,A1,5,8,63%,4.40,5.60,3.60,4.40,4.20,4.00,4.80,4.20,3.40,4.40
Fall,2016,GIZELLE SHERWOOD,CMY,09214,PHYSICAL CHEMISTRY,A,5,7,71%,4.40,9.20,4.40,4.40,4.00,4.00,4.60,4.40,4.60,4.40
Fall,2016,GLORIA SILVA,CMY,09217,ORGANIC CHEMISTRY I,1,78,153,51%,4.33,9.29,4.33,4.32,4.55,4.52,4.58,4.29,4.03,4.28
Fall,2016,STEFANIE SYDLIK,CMY,09219,MODERN ORGANIC CHEM,1,10,20,50%,4.70,11.00,4.70,5.00,4.90,4.80,5.00,4.50,4.90,4.70
Fall,2016,KAREN STUMP,CMY,09221,LAB I: INTR CHMY ANL,1,9,24,38%,4.44,12.00,4.78,4.22,4.13,4.56,4.11,4.44,4.22,4.22
Fall,2016,SUSAN GRAUL,CMY,09321,LAB III: MOL DSN SYN,1,9,18,50%,4.44,12.67,4.78,4.56,4.89,4.78,4.78,4.56,4.33,4.67
Fall,2016,MARCEL BRUCHEZ,CMY,09323,BIOORG CHEMSTRY LAB,1,7,13,54%,4.57,14.00,4.29,4.29,4.00,4.00,4.71,4.14,4.00,3.86
Fall,2016,MICHAEL HENDRICH,CMY,09344,PHYSICAL CHEM QUANTM,1,10,22,45%,4.20,9.80,4.20,4.60,4.00,3.90,4.40,4.00,3.00,3.70
Fall,2016,HYUNG KIM,CMY,09347,ADV PHYS CHEMISTRY,A,25,75,33%,3.60,10.40,3.16,3.68,3.40,3.16,4.08,3.28,3.08,3.04
Fall,2016,DANITH LY,CMY,09518,BIOORGANIC CHEMISTRY,A,3,3,100%,5.00,6.00,4.33,5.00,4.00,4.33,5.00,4.33,3.33,4.00
Fall,2016,GARY PATTERSON,CMY,09531,POLYMER SCIENCE,A,3,5,60%,3.67,5.00,3.67,3.67,3.67,3.67,3.67,3.67,3.67,3.67
Fall,2016,ECKARD MUNCK,CMY,09603,MATH ANALYS CHEMSTRY,A1,7,9,78%,4.29,6.00,3.86,3.86,4.00,4.00,5.00,3.71,3.57,3.57
Fall,2016,GARY PATTERSON,CMY,09604,INTRO CHEM KINETICS,A1,1,2,50%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,GARY PATTERSON,CMY,09611,CHEMICAL THERMODYNMC,A2,5,7,71%,4.80,5.60,4.60,4.60,4.20,4.60,5.00,4.20,4.80,4.20
Fall,2016,ECKARD MUNCK,CMY,09701,QUANTUM CHEMISTRY I,A,3,4,75%,5.00,11.00,5.00,5.00,5.00,4.67,5.00,5.00,4.67,5.00
Fall,2016,BRUCE ARMITAGE,CMY,09705,CHEMOSNSRS BIOSNSRS,A,5,10,50%,4.80,9.80,4.80,5.00,4.60,4.60,5.00,4.80,4.80,4.60
Fall,2016,SUSAN GRAUL,CMY,09711,PHYSCL ORGANIC CHEM,A,4,6,67%,4.75,11.00,4.75,4.75,5.00,5.00,5.00,4.75,4.75,4.75
Fall,2016,CATALINA ACHIM,CMY,09712,COM SCI RES,A1,4,5,80%,4.50,8.75,4.75,5.00,4.50,4.75,5.00,4.75,5.00,4.50
Fall,2016,TOMASZ KOWALEWSKI,CMY,09715,PHY CHEM MACROMOLEC,A,2,3,67%,5.00,8.00,4.50,4.50,4.50,5.00,5.00,4.50,3.00,4.00
Fall,2016,DANITH LY,CMY,09718,BIOORGANIC CHEMISTRY,A,5,10,50%,5.00,7.40,5.00,4.80,4.80,4.80,5.00,4.80,4.80,4.80
Fall,2016,YISONG GUO,CMY,09720,PHYSCL INORGNC CHEM,A,2,3,67%,4.50,14.00,4.50,4.50,4.00,4.50,5.00,4.00,4.50,4.50
Fall,2016,STEFAN BERNHARD,CMY,09733,CHEMISTRY & LIGHT,A,4,7,57%,5.00,6.50,4.75,4.75,4.25,4.50,4.75,4.50,3.75,4.75
Fall,2016,KEVIN NOONAN,CMY,09736,TRANS MET CAT ORG,A,3,6,50%,5.00,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Fall,2016,CATALINA ACHIM,CMY,09811,SP TPC IN ORGANC CMY,A2,3,4,75%,4.33,6.00,4.00,4.67,4.00,4.00,4.67,4.00,4.33,4.33
Fall,2016,EMILY WEISS,MCS,38101,EUREKA DISC & IMPACT,A,15,18,83%,4.73,3.29,4.93,4.93,4.87,5.00,4.93,4.93,4.93,4.60
Fall,2016,RYAN WEISS,MCS,38101,EUREKA DISC & IMPACT,B,18,18,100%,4.28,3.33,4.22,4.06,4.17,4.17,4.50,4.17,4.22,4.00
Fall,2016,ANTONIO-JAVIER LOPEZ,MCS,38101,EUREKA DISC & IMPACT,C,8,18,44%,3.00,2.75,3.25,3.88,3.25,3.50,4.75,3.50,3.50,2.63
Fall,2016,SUSAN GRAUL,MCS,38101,EUREKA DISC & IMPACT,D,9,16,56%,3.89,5.11,4.11,4.67,4.22,4.00,4.78,4.22,4.11,3.00
Fall,2016,LEONARD VUOCOLO,MCS,38101,EUREKA DISC & IMPACT,F,9,18,50%,3.89,5.44,4.00,4.22,4.00,4.00,4.56,4.11,3.78,3.67
Fall,2016,AMY BURKERT,MCS,38101,EUREKA DISC & IMPACT,G,12,17,71%,4.33,2.82,4.42,4.92,4.50,4.58,5.00,4.92,4.50,3.50
Fall,2016,MARY BRAUN,MCS,38101,EUREKA DISC & IMPACT,H,13,17,76%,4.25,3.15,4.46,4.46,4.46,4.62,4.69,4.54,4.31,3.92
Fall,2016,GEORGE KLEIN,MCS,38101,EUREKA DISC & IMPACT,I,9,18,50%,4.11,4.00,4.00,4.44,3.78,3.89,4.56,4.33,3.78,3.00
Fall,2016,WILLIAM ALBA,MCS,38101,EUREKA DISC & IMPACT,J,8,18,44%,4.38,4.63,4.63,4.88,4.75,4.75,4.88,4.88,4.75,4.00
Fall,2016,BECKI CAMPANARO,MCS,38101,EUREKA DISC & IMPACT,K,16,17,94%,4.38,2.56,4.19,4.56,4.25,4.19,4.56,4.38,4.19,3.56
Fall,2016,KUNAL GHOSH,MCS,38101,EUREKA DISC & IMPACT,L,11,19,58%,4.55,3.91,4.64,4.82,4.45,4.73,4.82,4.73,4.55,4.27
Fall,2016,RYAN WEISS,MCS,38101,EUREKA DISC & IMPACT,M,12,14,86%,4.75,3.50,4.50,4.83,4.92,4.83,4.92,4.83,4.92,4.42
Fall,2016,DEBORAH BRANDON,MSC,21111,CALCULUS I,1,28,47,60%,4.25,6.89,4.07,4.71,4.43,4.32,4.93,4.18,4.21,4.25
Fall,2016,MARION OLIVER,MSC,21111,CALCULUS I,W,27,38,71%,3.93,10.33,3.96,4.26,4.07,3.89,4.56,3.52,4.11,3.81
Fall,2016,MARION OLIVER,MSC,21111,CALCULUS I,X,27,38,71%,3.70,13.85,3.63,4.00,3.81,3.78,4.63,3.37,3.63,3.78
Fall,2016,JUAN SCHAFFER,MSC,21112,CALCULUS II,1,3,7,43%,3.67,7.00,3.33,3.67,3.00,2.67,3.33,3.00,3.33,3.67
Fall,2016,RUSSELL WALKER,MSC,21120,DIFFERENTIAL INT CAL,1,80,141,57%,3.78,8.63,3.75,3.97,4.01,3.94,4.41,3.68,3.53,3.73
Fall,2016,RUSSELL WALKER,MSC,21120,DIFFERENTIAL INT CAL,2,68,141,48%,4.13,7.51,4.27,4.13,4.34,4.33,4.49,4.18,3.91,4.18
Fall,2016,NOEL WALKINGTON,MSC,21120,DIFFERENTIAL INT CAL,3,44,81,54%,3.23,7.16,2.48,3.16,2.66,2.75,3.73,2.32,2.30,2.48
Fall,2016,HASAN DEMIRKOPARAN,MSC,21120,DIFFERENTIAL INT CAL,W,6,11,55%,5.00,9.50,4.67,4.50,4.67,4.67,4.83,4.33,4.33,4.67
Fall,2016,GREGORY JOHNSON,MSC,21122,INTEGRTN & APPROX,1,73,111,66%,3.83,9.70,4.14,3.73,4.21,4.19,3.90,3.84,3.77,3.85
Fall,2016,GREGORY JOHNSON,MSC,21122,INTEGRTN & APPROX,2,49,99,49%,4.00,8.53,4.20,3.90,4.41,4.37,4.37,4.04,3.76,4.04
Fall,2016,MARION OLIVER,MSC,21122,INTEGRTN & APPROX,W,9,12,75%,3.89,11.50,3.89,4.33,4.44,4.22,4.44,3.89,3.78,3.67
Fall,2016,IRINA GHEORGHICIUC,MSC,21127,CONCEPTS OF MATHMTCS,1,49,99,49%,4.33,13.79,4.63,4.35,4.44,4.46,4.38,4.56,4.29,4.35
Fall,2016,IRINA GHEORGHICIUC,MSC,21127,CONCEPTS OF MATHMTCS,2,53,101,52%,4.23,11.88,4.30,4.45,4.25,4.13,4.26,4.25,3.98,4.06
Fall,2016,ZELEALEM YILMA,MSC,21127,CONCEPTS OF MATHMTCS,W,16,21,76%,4.31,10.63,4.31,4.31,4.38,4.38,4.50,4.19,3.63,4.31
Fall,2016,JOHN MACKEY,MSC,21128,MTH CONCPTS & PROOFS,1,61,87,70%,4.95,11.41,4.90,4.90,4.85,4.84,4.92,4.87,4.75,4.80
Fall,2016,MARY RADCLIFFE,MSC,21228,DISCRETE MATH,1,17,35,49%,4.29,8.94,4.53,4.47,4.35,4.29,4.82,4.53,3.65,4.24
Fall,2016,IAN TICE,MSC,21235,MATHMTCL STDS ANALYS,A,12,14,86%,4.83,11.00,4.92,4.92,4.83,4.67,4.92,4.92,4.67,4.92
Fall,2016,BORIS BUKH,MSC,21237,MATHMTL STDS ALG I,A,11,17,65%,4.73,10.45,4.82,4.91,4.64,4.73,4.91,4.73,4.82,4.82
Fall,2016,ADAM GUTTER,MSC,21240,MATRIX ALGBA APPLC,1,33,54,61%,3.52,8.38,3.15,3.82,3.52,3.67,3.59,2.82,3.24,2.91
Fall,2016,DANIELA MIHAI,MSC,21241,MATRC & LINR TRNSF,1,46,73,63%,3.96,9.20,4.22,4.41,4.26,4.26,4.67,4.15,4.17,4.04
Fall,2016,DANIELA MIHAI,MSC,21241,MATRC & LINR TRNSF,2,20,51,39%,4.15,9.05,4.10,4.30,4.40,4.25,4.55,4.05,3.95,4.10
Fall,2016,LAURENT GILLES DIETRICH,MSC,21241,MATRC & LINR TRNSF,3,30,52,58%,3.77,8.14,3.72,4.17,4.10,3.93,4.70,3.70,3.63,3.70
Fall,2016,JAMES CUMMINGS,MSC,21241,MATRC & LINR TRNSF,4,29,41,71%,4.00,8.64,3.89,4.17,4.07,4.00,4.57,3.93,3.71,4.00
Fall,2016,JANUSZ GINSTER,MSC,21241,MATRC & LINR TRNSF,5,26,36,72%,3.96,9.42,4.04,4.36,4.16,4.00,4.72,3.88,3.88,3.80
Fall,2016,ZELEALEM YILMA,MSC,21241,MATRC & LINR TRNSF,W,17,24,71%,3.88,9.41,4.19,4.12,3.94,3.82,4.69,4.06,3.59,3.94
Fall,2016,AGOSTON PISZTORA,MSC,21242,MATRIX THEORY,1,17,22,77%,4.59,9.76,4.59,4.53,4.59,4.65,4.82,4.71,4.18,4.71
Fall,2016,AGOSTON PISZTORA,MSC,21242,MATRIX THEORY,2,18,22,82%,4.67,8.50,4.56,4.50,4.11,4.44,4.67,4.50,4.00,4.39
Fall,2016,DANIEL RODRIGUEZ VANEGAS,MSC,21256,MULTIVARIATE ANALYS,1,65,136,48%,3.65,9.31,3.56,4.05,3.91,3.80,4.34,3.62,3.62,3.72
Fall,2016,NIRAJ KHARE,MSC,21256,MULTIVARIATE ANALYS,W,23,42,55%,4.43,13.83,4.39,4.39,4.26,4.17,4.39,4.39,3.96,4.09
