Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2015,V.EMILY STARK,BA,70340,BUSINESS COMMUNCTNS,C,15,29,52%,8.60,4.33,4.27,4.53,4.60,4.53,4.47,4.73,4.47,4.33
Spring,2015,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,A,41,74,55%,4.63,4.22,4.41,4.34,3.78,4.41,4.32,4.15,4.02,4.20
Spring,2015,JOHN HOOKER,BA,70342,MANAGE ACRSS CLTURES,B,41,76,54%,4.85,4.59,4.49,4.59,4.22,4.59,4.54,4.29,4.41,4.49
Spring,2015,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,A,6,18,33%,5.50,5.00,4.67,4.67,4.50,4.83,4.17,5.00,5.00,4.67
Spring,2015,RONALD PLACONE,BA,70345,BUSINESS PRSNTATIONS,B,14,22,64%,7.08,5.00,4.93,5.00,4.86,5.00,5.00,5.00,4.79,4.79
Spring,2015,JOSEPH RUDMAN,BA,70345,BUSINESS PRSNTATIONS,C,10,19,53%,6.20,5.00,4.40,4.67,5.00,4.78,4.67,4.44,4.56,4.44
Spring,2015,JOSEPH RUDMAN,BA,70345,BUSINESS PRSNTATIONS,D,11,18,61%,6.36,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91,4.91
Spring,2015,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,W,10,14,71%,12.00,4.40,4.10,4.30,4.50,4.30,4.00,4.40,4.20,4.30
Spring,2015,J MCGINNIS,BA,70345,BUSINESS PRSNTATIONS,X,12,20,60%,16.17,4.25,4.25,4.33,4.25,4.33,4.25,3.42,4.00,4.08
Spring,2015,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,A,10,22,45%,4.70,4.30,4.10,4.10,4.30,3.80,4.00,3.60,4.10,4.20
Spring,2015,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,B,9,20,45%,5.67,5.00,4.88,5.00,5.00,4.89,5.00,4.89,5.00,5.00
Spring,2015,JAMES ROBERTS,BA,70364,BUSINESS LAW,A,15,26,58%,10.73,4.20,4.29,4.43,3.92,4.69,4.31,4.62,4.23,4.00
Spring,2015,CLIFFORD EARLY,BA,70365,INT TRADE & INT LAW,A,6,12,50%,10.50,4.33,3.17,3.33,2.83,4.50,4.17,3.33,3.83,3.67
Spring,2015,DAVID TUNGATE,BA,70366,INTEL PROPRTY & ECOM,A4,23,58,40%,6.50,4.30,4.35,4.39,4.00,4.65,4.57,4.61,4.52,4.30
Spring,2015,MOHAMMAD DELASAY SORKHAB,BA,70371,OPERATIONS MGMT,A,54,70,77%,7.41,4.43,4.46,4.41,4.28,4.30,4.46,4.61,4.39,4.28
Spring,2015,GUOFANG HUANG,BA,70381,MARKETING I,A,40,70,57%,6.95,2.92,2.83,3.03,2.73,3.13,3.03,3.47,2.75,2.73
Spring,2015,GUOFANG HUANG,BA,70381,MARKETING I,B,28,61,46%,5.78,2.68,2.89,2.96,2.43,2.89,2.82,3.14,2.46,2.61
Spring,2015,CHRISTOPHER OLIVOLA,BA,70385,CONSUMER BEHAVIOR,A,7,11,64%,9.29,4.43,3.86,3.86,3.86,4.43,4.29,4.00,4.00,4.00
Spring,2015,CHRIS TELMER,BA,70391,FINANCE,A,53,54,98%,9.69,4.17,4.09,4.09,3.62,4.34,3.67,4.06,3.62,3.72
Spring,2015,JOSE EMILIO OSAMBELA ZAVALA,BA,70398,INTERNATNL FINANCE,A,29,33,88%,6.55,4.10,4.00,4.17,3.31,3.97,4.03,3.93,3.62,3.68
Spring,2015,DAVID LAMONT,BA,70401,MANAGEMENT GAME,A,36,72,50%,9.08,4.50,4.39,4.44,4.36,4.53,4.36,4.75,4.44,4.17
Spring,2015,STEPHEN VARGO,BA,70401,MANAGEMENT GAME,W,34,54,63%,12.62,4.68,4.68,4.74,4.62,4.65,4.71,4.85,4.68,4.59
Spring,2015,KATHARINE ANDERSON,BA,70415,INTRO ENTREPRENRSHIP,A,19,37,51%,7.05,3.79,3.84,3.68,3.79,3.68,3.58,4.21,3.53,3.42
Spring,2015,DAVID MAWHINNEY,BA,70416,NEW VENTURE CREATION,A,8,22,36%,8.00,5.00,4.63,4.75,4.75,4.88,4.75,4.63,4.75,4.63
Spring,2015,GEORGE WHITE,BA,70416,NEW VENTURE CREATION,W,10,15,67%,9.80,5.00,4.90,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,SIDNEY THOMAS EMERSON,BA,70417,TPCS IN ENTREPRNRSHP,W,10,24,42%,10.20,4.60,4.60,4.50,4.70,4.80,4.70,4.70,4.50,4.60
Spring,2015,AUSTIN SUDBURY,BA,70422,MANAGERIAL ACCOUNTNG,A,8,12,67%,3.50,3.50,3.50,3.50,3.25,3.50,3.38,3.50,3.50,3.50
Spring,2015,SIDNEY THOMAS EMERSON,BA,70423,TECH-BASED ENTREPSHP,W,20,32,63%,9.16,4.65,4.60,4.75,4.65,4.70,4.65,4.90,4.65,4.65
Spring,2015,STEPHEN KAROLYI,BA,70424,CORP FINAN REPTNG,A,9,14,64%,7.67,4.44,4.22,4.33,4.00,4.44,4.22,4.33,4.33,4.33
Spring,2015,TIM CUNNINGHAM,BA,70425,ENTRPRSHP CRTV INDSR,A,13,23,57%,6.15,3.85,2.77,3.08,3.54,3.62,2.85,3.54,3.08,3.00
Spring,2015,JING LI,BA,70428,FINANCL STATMNT ANAL,A,9,19,47%,4.67,4.22,4.33,4.33,4.22,4.44,4.22,4.56,4.33,4.44
Spring,2015,MILTON COFIELD,BA,70430,INTERNATNL MGMNT,A,17,26,65%,8.88,4.24,3.94,4.18,3.82,4.18,4.18,4.29,4.18,4.06
Spring,2015,EMIN CIVI,BA,70435,INTERNATIONAL RETLG,W,10,15,67%,8.11,5.00,4.80,4.90,4.90,4.90,4.90,5.00,4.90,4.90
Spring,2015,DAVID LAMONT,BA,70440,CORPORATE STRATEGY,A,11,18,61%,5.82,4.55,4.45,4.64,4.27,4.73,4.73,4.91,4.64,4.64
Spring,2015,PARAM SINGH,BA,70443,DGTL MKTG SCL MD STG,A,16,25,64%,6.88,3.94,3.63,3.69,3.25,3.50,3.80,3.87,3.38,3.31
Spring,2015,BENJAMIN COLLIER,BA,70443,DGTL MKTG SCL MD STG,W,11,14,79%,6.91,4.09,4.45,4.18,3.36,4.55,4.64,4.91,4.36,4.27
Spring,2015,WOLFGANG GATTERBAUER,BA,70451,MANGEMNT INFRMT SYST,A,27,33,82%,8.26,4.56,4.30,4.22,4.11,4.41,4.15,4.37,4.30,4.11
Spring,2015,TRIDAS MUKHOPADHYAY,BA,70451,MANGEMNT INFRMT SYST,W,17,28,61%,11.53,4.41,4.41,4.29,4.35,4.35,4.47,4.76,4.41,4.18
Spring,2015,TRIDAS MUKHOPADHYAY,BA,70451,MANGEMNT INFRMT SYST,X,19,24,79%,8.39,4.74,4.68,4.58,4.63,4.37,4.53,4.79,4.47,4.47
Spring,2015,BENJAMIN COLLIER,BA,70453,BUS TECH FOR CONSLTG,W,6,7,86%,9.50,5.00,5.00,5.00,4.67,5.00,5.00,5.00,4.67,4.83
Spring,2015,WOLFGANG GATTERBAUER,BA,70455,MODRN DATA MANGEMNT,A,11,22,50%,6.91,4.73,4.55,4.55,4.18,4.45,4.09,4.64,4.36,4.27
Spring,2015,TRIDAS MUKHOPADHYAY,BA,70455,MODRN DATA MANGEMNT,W,3,4,75%,7.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,ZELEALEM YILMA,BA,70460,MATH MDLS FR CNSLTNG,W,6,7,86%,9.00,4.67,4.83,4.83,5.00,4.67,4.83,5.00,4.83,4.83
Spring,2015,MOHAMMAD DELASAY SORKHAB,BA,70462,STOCHASTIC MODLG SIM,A,10,12,83%,8.00,4.90,4.70,4.50,4.60,4.50,4.40,5.00,4.70,4.40
Spring,2015,JOHN GASPER,BA,70462,STOCHASTIC MODLG SIM,W,5,5,100%,9.80,4.40,4.40,4.80,4.40,4.80,4.60,4.80,4.40,4.80
Spring,2015,TIMOTHY DERDENGER,BA,70465,TECH STRATEGY,A,2,11,18%,3.50,4.00,4.00,4.00,4.00,4.50,4.50,4.00,4.00,4.00
Spring,2015,SHAM KEKRE,BA,70471,SUPPLY CHAIN MGMT,W,8,11,73%,7.63,4.88,4.75,4.88,4.88,4.88,4.88,5.00,4.88,4.88
Spring,2015,SHAM KEKRE,BA,70474,QUALTY MGMT PRDCVTY,W,8,9,89%,7.63,5.00,4.88,4.88,4.75,5.00,5.00,5.00,4.88,4.88
Spring,2015,LLOYD CORDER,BA,70480,INTERNTNL MARKETING,A,6,12,50%,8.67,4.67,4.67,4.67,4.50,4.00,4.67,4.83,4.67,4.67
Spring,2015,EMIN CIVI,BA,70480,INTERNTNL MARKETING,W,5,7,71%,6.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80,4.80
Spring,2015,PETER STUETTGEN,BA,70481,MARKETING RESEARCH,W,5,5,100%,11.00,5.00,5.00,5.00,4.80,4.50,5.00,5.00,5.00,4.80
Spring,2015,MICHAEL SMITH,BA,70488,INTERACTIVE MARKETNG,A4,9,23,39%,5.33,4.78,4.44,4.56,4.22,4.56,4.56,4.56,4.56,4.56
Spring,2015,MUHAMMAD FAROOQI,BA,70492,INVESTMENT ANALYSIS,W,7,8,88%,8.86,4.29,3.57,3.57,3.86,3.86,4.00,4.14,3.71,4.14
Spring,2015,FANY DECLERCK,BA,70495,CORPORATE FINANCE,A,13,24,54%,8.00,2.00,2.15,2.00,1.92,2.31,1.92,2.15,1.77,1.92
Spring,2015,FANY DECLERCK,BA,70495,CORPORATE FINANCE,B,6,13,46%,12.17,2.17,1.83,2.17,1.50,2.33,2.50,2.83,1.67,2.33
Spring,2015,MUHAMMAD FAROOQI,BA,70495,CORPORATE FINANCE,W,14,18,78%,11.50,4.71,4.50,4.29,4.21,4.57,4.43,4.50,4.50,4.50
Spring,2015,ROB DILLON,BA,70637,INTRACTV MEDIA MGMT,A,3,6,50%,8.00,4.33,4.33,4.00,4.00,4.00,4.33,4.67,4.33,4.33
Spring,2015,ANTHONY STANTON,BA,70643,PBLSHNG ON THE WWW,A,13,18,72%,7.77,4.85,4.77,4.69,4.77,4.69,4.69,4.77,4.54,4.62
Spring,2015,LLOYD CORDER,IA,46832,MRKT RESEARCH,A3,2,6,33%,3.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2015,JOHN LANKFORD,IA,46833,PRODUCT & BRAND MGMT,A4,27,41,66%,9.26,4.00,3.81,3.96,3.44,4.19,4.00,3.59,3.85,3.85
Fall,2015,MILTON COFIELD,BA,70100,GLOBAL BUSINESS,A,34,47,72%,7.00,3.82,3.09,3.34,3.03,3.76,3.79,4.24,3.41,3.35
Fall,2015,MILTON COFIELD,BA,70100,GLOBAL BUSINESS,B,43,75,57%,5.35,4.02,3.45,3.47,3.53,4.17,3.65,4.35,3.55,3.56
Fall,2015,STARLING HUNTER,BA,70100,GLOBAL BUSINESS,W,30,41,73%,6.43,3.53,3.43,3.57,3.67,3.73,3.87,4.07,3.60,3.37
Fall,2015,DAVID RAMIREZ,BA,70101,INTRO BUSINESS MGMNT,A,31,52,60%,6.10,4.00,4.13,4.00,3.32,4.10,4.10,4.20,4.10,3.84
Fall,2015,DAVID LAMONT,BA,70101,INTRO BUSINESS MGMNT,B,31,46,67%,5.10,4.06,4.45,4.29,3.45,4.23,4.26,4.74,4.13,4.10
Fall,2015,STEPHEN VARGO,BA,70101,INTRO BUSINESS MGMNT,W,2,7,29%,6.50,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00
Fall,2015,THOMAS RUCHTI,BA,70122,INTRO TO ACCOUNTING,1,39,69,57%,5.49,3.95,4.00,3.95,3.67,4.08,3.92,4.03,3.89,3.87
Fall,2015,THOMAS RUCHTI,BA,70122,INTRO TO ACCOUNTING,2,29,70,41%,4.79,4.46,4.59,4.45,4.03,4.41,4.45,4.45,4.45,4.31
Fall,2015,ANTHONY STANTON,BA,70160,GRAPHIC MEDIA MGMT,A,28,43,65%,5.46,4.71,4.32,4.21,3.96,4.61,4.61,4.57,4.56,4.29
Fall,2015,ANTHONY STANTON,BA,70196,PUBLSHNG ON THE WWW,A,10,24,42%,7.70,3.90,3.40,3.60,3.80,3.50,2.80,3.70,3.40,3.30
Fall,2015,XIZHEN CAI,BA,70207,PROB & STAT BUS APPL,A,33,63,52%,6.41,3.85,3.76,3.70,3.61,3.52,3.39,4.00,3.45,3.52
Fall,2015,AMAL HELU,BA,70207,PROB & STAT BUS APPL,W,33,45,73%,7.34,4.21,4.21,4.27,4.00,4.16,4.55,4.03,4.25,4.19
Fall,2015,OLIVER HAHL,BA,70311,ORGNZTN BEHAVIOR,A,37,69,54%,6.17,4.27,4.51,4.62,4.14,4.49,4.53,4.46,4.46,4.24
Fall,2015,OLIVER HAHL,BA,70311,ORGNZTN BEHAVIOR,B,39,69,57%,6.03,4.51,4.56,4.64,4.21,4.54,4.62,4.37,4.59,4.49
Fall,2015,OLIVER HAHL,BA,70311,ORGNZTN BEHAVIOR,C,32,69,46%,6.06,4.75,4.72,4.66,4.47,4.75,4.81,4.63,4.81,4.81
Fall,2015,STARLING HUNTER,BA,70311,ORGNZTN BEHAVIOR,W,26,30,87%,6.75,4.27,4.04,4.23,4.31,4.23,3.96,4.42,4.12,4.08
Fall,2015,ELAINE HYDER,BA,70321,NEGOTIATN CNFLCT RES,A,13,19,68%,4.54,4.62,4.23,4.23,3.54,4.54,4.15,4.54,4.62,4.38
Fall,2015,DAVID TUNGATE,BA,70332,BUS SOCIETY & ETHICS,A,36,66,55%,7.74,4.11,4.08,4.00,3.44,4.33,4.14,4.14,3.92,3.89
Fall,2015,DAVID TUNGATE,BA,70332,BUS SOCIETY & ETHICS,B,28,55,51%,7.48,4.11,4.18,4.29,3.75,4.21,4.29,4.39,4.25,4.00
Fall,2015,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,A,11,27,41%,11.18,3.18,3.09,2.64,2.82,2.64,2.82,3.09,2.91,2.73
Fall,2015,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,B,16,30,53%,6.80,3.38,2.63,2.60,3.44,2.94,3.06,3.56,3.00,3.00
Fall,2015,CLARA BURKE,BA,70340,BUSINESS COMMUNCTNS,C,11,25,44%,9.64,3.73,3.00,3.27,3.73,3.27,3.18,4.18,3.18,3.09
Fall,2015,V.EMILY STARK,BA,70340,BUSINESS COMMUNCTNS,D,15,30,50%,7.40,4.80,4.87,4.73,5.00,4.80,4.73,4.87,4.93,4.47
Fall,2015,J MCGINNIS,BA,70340,BUSINESS COMMUNCTNS,W,12,17,71%,15.75,4.33,4.42,4.33,4.17,4.33,4.42,4.25,4.08,4.33
Fall,2015,J MCGINNIS,BA,70340,BUSINESS COMMUNCTNS,X,15,22,68%,11.57,4.53,4.40,4.57,4.67,4.73,4.47,4.40,4.47,4.53
Fall,2015,ROBERT KRAUT,BA,70341,ORG COMMUNICATION,A,2,6,33%,11.00,5.00,4.00,4.00,4.50,5.00,5.00,5.00,4.50,4.50
Fall,2015,J MCGINNIS,BA,70343,INTRPERSNL COMMNCATN,W,8,12,67%,6.50,4.63,4.38,4.25,4.50,4.63,4.63,4.75,4.63,4.50
Fall,2015,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,A,10,20,50%,4.70,4.20,4.30,4.60,4.50,4.50,4.40,3.40,3.90,4.20
Fall,2015,RONALD PLACONE,BA,70345,BUSINESS PRSNTATIONS,B,18,22,82%,6.89,5.00,4.72,4.89,4.94,5.00,4.89,4.89,4.94,4.94
Fall,2015,JULIA DEEMS,BA,70345,BUSINESS PRSNTATIONS,C,12,21,57%,6.25,4.17,4.00,3.92,3.92,3.83,3.75,4.00,3.75,3.92
Fall,2015,GEOFFREY HITCH,BA,70350,BUSINESS ACTING,A,13,22,59%,5.25,4.69,4.85,4.69,4.85,4.54,4.77,4.46,4.77,4.85
Fall,2015,DAVID TUNGATE,BA,70364,BUSINESS LAW,A,25,39,64%,6.08,4.28,4.20,4.12,3.84,4.36,4.28,4.52,4.24,4.08
Fall,2015,CLIFFORD EARLY,BA,70365,INT TRADE & INT LAW,A,15,19,79%,7.00,4.07,3.07,3.27,2.87,3.67,3.87,3.93,4.13,3.67
Fall,2015,MOHAMMAD DELASAY SORKHAB,BA,70371,OPERATIONS MGMT,A,39,65,60%,6.58,4.67,4.62,4.59,4.49,4.54,4.58,4.72,4.42,4.46
Fall,2015,SHAM KEKRE,BA,70371,OPERATIONS MGMT,W,27,32,84%,7.74,3.85,3.70,3.70,3.37,3.85,3.85,4.00,3.56,3.41
Fall,2015,JEROME APT,BA,70376,ENERGY SYSTEMS,A,22,26,85%,7.62,4.50,3.23,4.14,3.50,4.68,4.59,4.14,4.27,3.82
Fall,2015,GUOFANG HUANG,BA,70381,MARKETING I,A,38,64,59%,7.39,3.21,3.13,3.18,3.16,3.53,3.24,3.65,2.95,2.84
Fall,2015,GUOFANG HUANG,BA,70381,MARKETING I,B,45,65,69%,6.89,3.40,3.22,3.38,3.27,3.64,3.49,3.98,3.31,3.29
Fall,2015,PETER STUETTGEN,BA,70381,MARKETING I,W,28,32,88%,11.82,4.71,4.68,4.64,4.46,4.54,4.64,4.64,4.46,4.50
Fall,2015,CHRIS TELMER,BA,70391,FINANCE,A,64,65,98%,10.43,4.25,4.16,4.11,3.88,4.52,4.14,4.22,4.08,3.97
Fall,2015,CHRIS TELMER,BA,70391,FINANCE,B,25,27,93%,11.04,4.60,4.40,4.40,4.08,4.60,4.04,4.60,4.32,4.28
Fall,2015,MUHAMMAD FAROOQI,BA,70391,FINANCE,W,18,20,90%,8.00,4.89,4.61,4.50,4.44,4.78,4.67,4.78,4.67,4.39
Fall,2015,MUHAMMAD FAROOQI,BA,70391,FINANCE,X,29,32,91%,10.38,4.90,4.79,4.69,4.62,4.76,4.52,4.90,4.64,4.55
Fall,2015,STEPHEN BOLLINGER,BA,70395,FUNDING ENTREP VENTR,A,15,32,47%,6.50,4.47,4.20,4.53,3.87,4.53,4.67,4.07,4.27,4.13
Fall,2015,GEORGE WHITE,BA,70395,FUNDING ENTREP VENTR,W,20,26,77%,8.65,4.65,4.60,4.75,4.60,4.75,4.75,4.95,4.75,4.75
Fall,2015,DAVID LAMONT,BA,70401,MANAGEMENT GAME,A,29,66,44%,10.14,4.31,4.03,4.17,4.07,4.41,4.17,4.34,4.21,4.24
Fall,2015,HARRIS JONES,BA,70415,INTRO ENTREPRENRSHIP,A,23,37,62%,9.09,4.70,4.52,4.61,4.30,4.70,4.61,4.78,4.65,4.61
Fall,2015,GEORGE WHITE,BA,70415,INTRO ENTREPRENRSHIP,W,26,31,84%,9.38,4.77,4.84,4.88,4.69,4.88,4.88,4.88,4.85,4.96
Fall,2015,WILLIAM COURTRIGHT,BA,70421,ENTREPSHP COMP SCINT,A,3,5,60%,8.00,4.67,3.33,4.00,3.67,4.67,3.67,5.00,4.33,4.00
Fall,2015,MAHER HAKIM,BA,70421,ENTREPSHP COMP SCINT,W,5,5,100%,7.40,4.20,4.40,4.40,3.80,4.40,4.60,4.80,4.20,4.00
Fall,2015,STEPHEN KAROLYI,BA,70424,CORP FINAN REPTNG,A,12,17,71%,11.09,4.67,4.42,4.50,4.50,4.50,4.67,4.75,4.50,4.50
Fall,2015,JING LI,BA,70428,FINANCL STATMNT ANAL,A,18,26,69%,7.47,4.22,3.89,4.00,4.11,4.17,4.11,4.61,3.94,4.17
Fall,2015,JOHN OBRIEN,BA,70428,FINANCL STATMNT ANAL,W,22,31,71%,8.81,4.36,4.45,4.59,4.00,4.59,4.41,4.77,4.18,4.27
Fall,2015,LINDA ARGOTE,BA,70437,ORG LRNG & STRAT MGT,A,17,19,89%,7.12,4.65,4.35,4.35,4.18,4.59,4.41,4.82,4.24,4.18
Fall,2015,STARLING HUNTER,BA,70440,CORPORATE STRATEGY,W,21,26,81%,8.53,3.86,3.76,3.90,3.90,4.24,4.33,4.10,4.30,4.05
Fall,2015,JOHN GASPER,BA,70442,PRNCPL GAME THRY BUS,W1,13,15,87%,13.23,4.85,4.77,4.69,4.62,4.69,4.85,4.92,4.77,4.69
Fall,2015,BENJAMIN COLLIER,BA,70443,DGTL MKTG SCL MD STG,W,23,33,70%,6.14,3.50,3.41,3.61,3.05,2.91,3.04,4.13,3.35,3.48
Fall,2015,KATHARINE ANDERSON,BA,70449,SOCL ECON INF NETWK,A,8,11,73%,5.75,4.38,4.00,4.00,4.25,4.25,3.75,4.75,4.00,4.29
Fall,2015,FATMA KILINC-KARZAN,BA,70460,MATH MDLS FR CNSLTNG,A,14,23,61%,8.25,4.57,4.71,4.64,4.29,4.79,4.79,4.71,4.64,4.36
Fall,2015,SHAM KEKRE,BA,70474,QUALTY MGMT PRDCVTY,W,8,13,62%,8.86,4.63,4.38,4.38,4.38,4.50,4.63,4.75,4.63,4.50
Fall,2015,LLOYD CORDER,BA,70481,MARKETING RESEARCH,A,13,21,62%,6.38,4.46,4.46,4.46,4.77,4.77,4.62,4.54,4.46,4.38
Fall,2015,KAIFU ZHANG,BA,70482,PRICING STRTGY,A,11,15,73%,3.91,4.27,3.45,3.45,3.18,4.00,3.73,4.73,4.00,3.64
Fall,2015,JOHN LANKFORD,BA,70485,PRODUCT & BRAND MGT,A,10,18,56%,5.30,4.40,4.30,4.40,3.90,4.50,4.30,4.60,4.20,4.10
Fall,2015,ANISHA GHOSH,BA,70492,INVESTMENT ANALYSIS,A,26,50,52%,7.65,3.23,3.31,3.27,3.04,3.38,3.00,3.69,2.92,3.15
Fall,2015,MAHER HAKIM,BA,70496,ENTRP FIN:VLN & DEAL,W2,5,8,63%,11.00,4.80,4.80,4.80,4.20,4.80,4.60,5.00,4.80,4.80
Fall,2015,LARS-ALEXANDER KUEHN,BA,70497,DERIVATIVE SECURTIES,A,18,26,69%,8.33,4.44,4.11,4.39,4.28,4.61,4.44,4.67,4.39,4.44
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
,2015,,,,Year of 2015,,182,300,61%,7.59,4.32,4.13,4.17,4.06,4.36,4.21,4.37,4.1,4.11
Spring,2015,"OBRIEN, J.  (co-taught)",BA,70122,INTRO TO ACCOUNTING,W,38,54,70%,8.00,3.89,4.08,4.14,3.27,4.05,3.86,4.68,3.70,3.68
Spring,2015,"VARGO, S.  (co-taught)",BA,70122,INTRO TO ACCOUNTING,W,38,54,70%,4.92,4.46,4.32,4.24,4.31,4.27,4.16,4.70,4.14,4.08
Spring,2015,"BONI, A.  (co-taught)",BA,70438,COMMERCLZN & INNOVTN,A,7,19,37%,6.29,4.29,4.14,4.00,3.86,4.14,4.00,4.57,4.00,3.86
Spring,2015,"IMAM, R.  (co-taught)",BA,70438,COMMERCLZN & INNOVTN,A,7,19,37%,7.14,4.29,4.14,4.14,3.83,4.43,4.57,4.00,4.14,4.00
Spring,2015,"GASPER, J.  (co-taught)",BA,70493,MACRO & REAL BUS CYC,W,4,4,100%,14.25,4.25,4.25,4.25,4.50,4.25,4.00,4.50,4.25,4.00
Spring,2015,"KYDLAND, F.  (co-taught)",BA,70493,MACRO & REAL BUS CYC,W,4,4,100%,14.25,4.50,4.50,4.50,4.00,4.50,4.25,4.75,4.50,4.50
Spring,2015,"OBRIEN, J.  (co-taught)",BA,70494,MRKTS: ANOM & EFCNCY,W,8,10,80%,10.25,4.75,4.38,4.50,4.63,4.75,4.50,4.75,4.63,4.75
Spring,2015,"FAROOQI, M.  (co-taught)",BA,70494,MRKTS: ANOM & EFCNCY,W,8,10,80%,10.25,4.50,4.38,4.50,4.63,4.63,4.38,4.63,4.63,4.75
Fall,2015,"MAWHINNEY, D.  (co-taught)",BA,70414,ENTREPSHP FOR ENGRS,A,20,37,54%,7.45,4.15,3.75,3.85,3.75,4.35,4.00,3.75,3.95,3.95
Fall,2015,"DALEY, R.  (co-taught)",BA,70414,ENTREPSHP FOR ENGRS,A,20,37,54%,7.75,4.05,4.00,3.80,4.05,4.30,4.16,3.60,3.85,4.00
Fall,2015,"MAWHINNEY, D.  (co-taught)",BA,70420,ENTREPSHP SCIENTISTS,A,14,26,54%,8.00,4.86,3.93,4.36,4.62,4.71,4.71,4.43,4.50,4.50
Fall,2015,"DALEY, R.  (co-taught)",BA,70420,ENTREPSHP SCIENTISTS,A,14,26,54%,7.36,4.86,4.29,4.50,4.86,4.93,4.93,4.07,4.57,4.71
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 8,2: Interest in student learning,2 : Overall course,3: Overall teaching,3 : Explain course requirements,4: Clear learning goals,4 : Show respect for students,5: Explains subject matter,5 : Instructor provides Feedback to students,6: Importance of subject
,2014,,,,Year of 2014,,1420,2436,58%,7.77,4.32,4.09,4.17,4.2,4.26,4.46,4.25,4.07,4.33
Summer,2014,TAE WOOK KIM,BA,70122,INTRO TO ACCOUNTING,E,3,5,60%,8.00,4.67,4.33,4.67,4.67,5.00,5.00,4.67,4.67,4.33
Summer,2014,LUFEI RUAN,BA,70122,INTRO TO ACCOUNTING,S,6,8,75%,10.00,4.67,4.33,4.33,4.17,4.17,4.83,4.33,4.33,4.33
Summer,2014,TAE WOOK KIM,BA,70122,INTRO TO ACCOUNTING,U,4,5,80%,8.00,4.75,4.75,4.75,4.75,4.75,4.75,4.50,4.50,4.50
Summer,2014,MAJID GHOLAMZADEH BAZARBASH,BA,70208,REGRESSION ANALYSIS,S,5,5,100%,11.00,4.00,4.40,4.80,4.00,4.60,5.00,4.80,4.60,5.00
Summer,2014,AMANDA PLUMMER WEIRUP,BA,70311,ORGNZTN BEHAVIOR,S,8,9,89%,13.63,4.88,4.75,4.75,4.88,4.88,4.50,4.63,4.50,4.75
Summer,2014,ERIN FAHRENKOPF,BA,70311,ORGNZTN BEHAVIOR,U,9,9,100%,7.78,4.89,4.67,4.67,4.67,4.67,5.00,4.78,4.56,4.67
Summer,2014,XIN WANG,BA,70371,OPERATIONS MGMT,S,7,7,100%,9.71,4.71,4.57,4.57,4.67,4.43,4.86,4.67,4.17,4.71
Summer,2014,YI LIANG,BA,70381,MARKETING I,S,10,15,67%,10.70,4.80,4.80,4.70,4.40,4.70,4.90,4.70,4.60,4.80
Summer,2014,NAN XIONG,BA,70391,FINANCE,U,6,7,86%,10.00,5.00,5.00,5.00,5.00,5.00,5.00,4.83,4.83,4.83
Spring,2014,DAVID RAMIREZ,BA,70101,INTRO BUSINESS MGMNT,A,20,43,47%,5.00,4.15,3.95,4.15,4.40,4.35,4.40,4.30,3.90,4.30
Spring,2014,THOMAS RUCHTI,BA,70122,INTRO TO ACCOUNTING,1,27,45,60%,5.00,3.93,3.15,3.33,3.78,3.89,3.30,3.67,3.33,3.89
Spring,2014,THOMAS RUCHTI,BA,70122,INTRO TO ACCOUNTING,2,29,59,49%,5.32,3.69,3.29,3.38,3.69,3.69,3.10,3.69,3.10,3.93
Spring,2014,JOHN OBRIEN,BA,70122,INTRO TO ACCOUNTING,W,44,56,79%,8.34,4.50,4.23,4.23,4.45,4.58,4.84,4.51,4.34,4.61
Spring,2014,ANTHONY STANTON,BA,70160,GRAPHIC MEDIA MGMT,A,20,43,47%,4.70,4.58,4.00,4.15,4.25,4.10,4.70,4.50,4.25,4.80
